int_rate,loan_amnt,term,grade,home_ownership,annual_inc,purpose
13.85,1000,36,C,RENT,28800,other
7.51,10000,36,A,OWN,35004,home_improvement
7.51,6000,36,A,MORTGAGE,43200,home_improvement
6.76,5000,36,A,MORTGAGE,45000,other
13.48,6000,36,C,MORTGAGE,69500,debt_consolidation
7.51,9000,36,A,RENT,37200,wedding
10.25,9250,36,B,RENT,26000,debt_consolidation
7.14,4000,36,A,MORTGAGE,30000,home_improvement
7.88,7000,36,A,MORTGAGE,66996,home_improvement
10.62,8500,36,B,RENT,26000,credit_card
9.88,18000,36,B,MORTGAGE,52000,wedding
13.85,15000,36,C,RENT,36000,other
10.62,19000,36,B,RENT,73000,credit_card
13.11,12250,36,C,OWN,33321.6,debt_consolidation
9.88,15000,36,B,RENT,32000,credit_card
10.25,22000,36,B,RENT,60000,debt_consolidation
14.22,5000,36,C,MORTGAGE,200004,other
10.25,1600,36,B,RENT,30000,educational
7.14,10000,36,A,MORTGAGE,72000,other
12.73,6600,36,C,MORTGAGE,32500,debt_consolidation
13.85,9600,36,C,MORTGAGE,85000,debt_consolidation
7.88,6000,36,A,MORTGAGE,102000,debt_consolidation
11.36,6000,36,B,MORTGAGE,54120,home_improvement
11.36,22500,36,B,MORTGAGE,96000,debt_consolidation
10.25,6500,36,B,RENT,66000,other
7.14,6000,36,A,MORTGAGE,70000,major_purchase
10.99,18000,36,B,MORTGAGE,119000,credit_card
11.36,10000,36,B,RENT,42000,renewable_energy
9.88,10000,36,B,OWN,93000,debt_consolidation
7.51,6000,36,A,RENT,40000,major_purchase
7.51,8000,36,A,MORTGAGE,50004,debt_consolidation
9.88,4000,36,B,RENT,78000,major_purchase
10.25,3200,36,B,MORTGAGE,77000,home_improvement
10.25,6000,36,B,RENT,66500,other
13.11,9800,36,C,RENT,50000,debt_consolidation
14.22,5000,36,C,RENT,45600,major_purchase
10.99,5000,36,B,RENT,49800,car
14.22,10000,36,C,MORTGAGE,39500,debt_consolidation
15.33,10000,36,D,RENT,53520,other
9.88,7200,36,B,RENT,75000,debt_consolidation
7.51,10000,36,A,RENT,46000,debt_consolidation
13.85,16000,36,C,MORTGAGE,54000,debt_consolidation
11.36,6000,36,B,MORTGAGE,56004,other
7.14,6000,36,A,RENT,105000,wedding
12.73,20000,36,C,RENT,132000,credit_card
15.33,4000,36,D,RENT,60000,other
15.33,5000,36,D,MORTGAGE,91000,medical
7.51,4975,36,A,RENT,34000,major_purchase
12.73,4750,36,C,RENT,13806,educational
9.88,10000,36,B,MORTGAGE,54000,credit_card
14.22,6000,36,C,MORTGAGE,105000,credit_card
10.25,15000,36,B,RENT,35976,debt_consolidation
13.11,25000,36,C,RENT,49861,debt_consolidation
13.11,20000,36,C,RENT,130000,debt_consolidation
9.88,7000,36,B,MORTGAGE,45504,debt_consolidation
10.62,5500,36,B,RENT,54000,other
16.82,14000,36,E,MORTGAGE,97200,debt_consolidation
7.88,7200,36,A,RENT,63000,debt_consolidation
16.07,19600,36,D,RENT,68700,debt_consolidation
13.85,20000,36,C,RENT,80000,debt_consolidation
7.88,12000,36,A,RENT,75000,other
7.14,7750,36,A,MORTGAGE,53000,debt_consolidation
7.51,6500,36,A,RENT,33000,debt_consolidation
7.51,10000,36,A,RENT,38000,debt_consolidation
15.33,6000,36,D,RENT,77200,debt_consolidation
13.48,4200,36,C,OWN,12000,home_improvement
15.33,3000,36,D,MORTGAGE,42000,car
10.62,6000,36,B,RENT,32000,debt_consolidation
10.62,5325,36,B,MORTGAGE,47484,debt_consolidation
11.36,5600,36,B,RENT,50000,educational
14.22,10000,36,C,MORTGAGE,186480,home_improvement
11.36,14000,36,B,OWN,78465,debt_consolidation
7.51,3000,36,A,OWN,50600,debt_consolidation
11.36,12250,36,B,RENT,52000,debt_consolidation
11.36,3600,36,B,RENT,50000,moving
14.59,12000,36,D,OWN,70000,credit_card
13.85,5000,36,C,MORTGAGE,36000,debt_consolidation
10.99,11500,36,B,MORTGAGE,34000,debt_consolidation
14.59,3600,36,D,OWN,12996,major_purchase
10.99,18000,36,B,RENT,63000,debt_consolidation
9.88,12000,36,B,MORTGAGE,79400,home_improvement
15.70,1750,36,D,RENT,22800,home_improvement
6.76,4000,36,A,MORTGAGE,85000,car
9.88,16000,36,B,RENT,120000,major_purchase
6.76,1500,36,A,MORTGAGE,45000,other
7.88,10800,36,A,RENT,72000,debt_consolidation
9.88,10000,36,B,OWN,73500,debt_consolidation
11.36,6000,36,B,RENT,50000,debt_consolidation
11.36,10500,36,B,MORTGAGE,40000,debt_consolidation
18.30,25000,36,F,MORTGAGE,116000,debt_consolidation
14.22,6000,36,C,MORTGAGE,46800,credit_card
10.25,12000,36,B,MORTGAGE,63996,debt_consolidation
14.96,8000,36,D,MORTGAGE,76800,credit_card
16.07,10000,36,D,RENT,45000,debt_consolidation
11.36,24000,36,B,MORTGAGE,110000,moving
13.48,10000,36,C,RENT,38004,debt_consolidation
14.96,17000,36,D,RENT,51000,debt_consolidation
11.36,15000,36,B,OWN,36000,debt_consolidation
14.96,25000,36,D,OWN,99996,home_improvement
7.51,8000,36,A,MORTGAGE,62496,other
12.73,5000,36,C,MORTGAGE,60000,other
13.48,3250,36,C,RENT,26400,debt_consolidation
12.73,25000,36,C,RENT,113000,debt_consolidation
14.22,1000,36,C,RENT,38400,major_purchase
10.62,12250,36,B,MORTGAGE,47540,credit_card
11.36,21825,36,B,MORTGAGE,55812,debt_consolidation
14.59,8000,36,D,RENT,41600,debt_consolidation
13.85,15000,36,C,MORTGAGE,68553,house
14.59,20000,36,D,RENT,72000,wedding
11.36,24000,36,B,MORTGAGE,73600,home_improvement
12.73,25000,36,C,MORTGAGE,110004,debt_consolidation
13.85,12600,36,C,MORTGAGE,62400,debt_consolidation
10.25,20000,36,B,MORTGAGE,120000,credit_card
12.73,10000,36,C,MORTGAGE,41000,debt_consolidation
7.88,5000,36,A,RENT,46000,debt_consolidation
11.36,12000,36,B,MORTGAGE,105000,debt_consolidation
15.70,6000,36,D,RENT,38004,debt_consolidation
13.11,7000,36,C,RENT,39996,debt_consolidation
7.14,8000,36,A,OWN,43000,wedding
13.85,8000,36,C,MORTGAGE,110000,other
13.85,3750,36,C,RENT,27804,other
6.76,3100,36,A,MORTGAGE,41800,major_purchase
14.22,4000,36,C,RENT,16500,other
15.33,25000,36,D,MORTGAGE,94500,debt_consolidation
7.88,5000,36,A,RENT,48996,major_purchase
13.48,9100,36,C,RENT,62000,debt_consolidation
13.85,6000,36,C,RENT,33000,other
14.96,5000,36,D,RENT,39996,other
14.96,10000,36,D,MORTGAGE,72000,debt_consolidation
11.36,15000,36,B,RENT,87800,credit_card
10.99,5000,36,B,RENT,38400,debt_consolidation
7.88,14000,36,A,MORTGAGE,54000,major_purchase
10.99,10000,36,B,RENT,54000,other
14.22,15000,36,C,MORTGAGE,104004,debt_consolidation
9.88,20000,36,B,MORTGAGE,106000,home_improvement
10.25,14400,36,B,MORTGAGE,144000,credit_card
13.11,12000,36,C,RENT,111016,credit_card
7.88,12000,36,A,RENT,95000,debt_consolidation
14.96,5000,36,D,RENT,32496,debt_consolidation
9.88,5000,36,B,MORTGAGE,54996,debt_consolidation
10.25,25000,36,B,MORTGAGE,176000,home_improvement
13.11,4500,36,C,RENT,50000,credit_card
14.22,4000,36,C,MORTGAGE,74551.92,debt_consolidation
13.11,7400,36,C,MORTGAGE,60000,credit_card
7.88,12000,36,A,MORTGAGE,105000,home_improvement
10.99,10000,36,B,RENT,55000,wedding
6.76,2500,36,A,OWN,49000,major_purchase
13.11,1800,36,C,RENT,53544,debt_consolidation
7.51,10500,36,A,MORTGAGE,55000,home_improvement
13.85,8000,36,C,RENT,45000,other
7.88,10000,36,A,MORTGAGE,106000,educational
7.51,8000,36,A,MORTGAGE,45000,credit_card
10.99,24500,36,B,MORTGAGE,275004,debt_consolidation
7.88,13000,36,A,MORTGAGE,53500,credit_card
15.33,5000,36,D,RENT,64000,major_purchase
9.88,10000,36,B,MORTGAGE,50000,debt_consolidation
7.88,15000,36,A,RENT,40500,other
13.85,8000,36,C,RENT,50000,debt_consolidation
7.88,5000,36,A,MORTGAGE,54000,debt_consolidation
14.22,5000,36,C,MORTGAGE,52000,debt_consolidation
16.45,6000,36,E,RENT,54000,debt_consolidation
11.36,2500,36,B,OWN,30000,credit_card
12.73,8000,36,C,RENT,135000,wedding
7.14,5000,36,A,RENT,45984,debt_consolidation
14.22,8000,36,C,RENT,64000,major_purchase
15.33,8000,36,D,RENT,45000,debt_consolidation
7.51,13000,36,A,RENT,55000,major_purchase
9.88,3000,36,B,RENT,55000,educational
13.48,15000,36,C,RENT,75000,other
15.33,12000,36,D,MORTGAGE,63500,debt_consolidation
13.85,8200,36,C,MORTGAGE,116004,other
7.14,3000,36,A,RENT,19992,other
13.11,13000,36,C,RENT,30000,debt_consolidation
9.88,15000,36,B,MORTGAGE,67000,credit_card
14.96,6000,36,D,MORTGAGE,75000,debt_consolidation
10.25,8000,36,B,RENT,60000,debt_consolidation
13.11,5000,36,C,RENT,27264,other
12.73,24000,36,C,MORTGAGE,76596,debt_consolidation
10.25,12000,36,B,MORTGAGE,34900,medical
14.59,6800,36,D,OWN,19800,other
14.96,8000,36,D,RENT,30000,debt_consolidation
19.04,25000,36,F,RENT,110004,debt_consolidation
6.76,5000,36,A,RENT,27000,other
11.36,5000,36,B,RENT,59800,debt_consolidation
13.85,9000,36,C,MORTGAGE,55000,debt_consolidation
6.76,2100,36,A,MORTGAGE,73400,car
6.39,3700,36,A,MORTGAGE,62000,home_improvement
7.51,4500,36,A,MORTGAGE,70000,other
10.62,22000,36,B,RENT,72000,credit_card
11.36,9250,36,B,MORTGAGE,54000,debt_consolidation
16.07,19400,36,D,MORTGAGE,316800,debt_consolidation
10.99,6000,36,B,MORTGAGE,75000,other
12.73,5500,36,C,RENT,56000,other
9.88,9200,36,B,RENT,22800,other
10.62,5000,36,B,RENT,32004,major_purchase
15.33,5000,36,D,OWN,28800,debt_consolidation
7.51,6250,36,A,RENT,19200,debt_consolidation
10.25,10000,36,B,MORTGAGE,61000,house
10.25,10000,36,B,RENT,58100,major_purchase
7.51,3600,36,A,MORTGAGE,39996,home_improvement
7.88,7500,36,A,RENT,38000,debt_consolidation
10.25,18250,36,B,RENT,42504,debt_consolidation
10.99,5500,36,B,RENT,57000,car
10.99,25000,36,B,MORTGAGE,132000,debt_consolidation
12.73,10000,36,C,MORTGAGE,39996,debt_consolidation
10.99,10000,36,B,RENT,42000,debt_consolidation
10.25,12000,36,B,RENT,69805,debt_consolidation
11.36,3500,36,B,RENT,46344,car
13.48,20000,36,C,RENT,67000,wedding
15.33,10000,36,D,RENT,40000,wedding
10.25,21000,36,B,MORTGAGE,105000,credit_card
13.11,12000,36,C,RENT,33504,debt_consolidation
10.62,3000,36,B,RENT,45000,other
7.51,6500,36,A,MORTGAGE,92052,debt_consolidation
10.99,24000,36,B,MORTGAGE,65000,debt_consolidation
7.51,7000,36,A,RENT,28800,debt_consolidation
11.36,2000,36,B,RENT,132444,educational
12.73,9800,36,C,MORTGAGE,93000,debt_consolidation
14.22,7000,36,C,RENT,36120,medical
13.48,4000,36,C,RENT,28800,debt_consolidation
15.70,24250,36,D,RENT,83004,debt_consolidation
10.62,9500,36,B,RENT,38604,credit_card
10.25,5000,36,B,RENT,112000,wedding
12.73,5000,36,C,RENT,51000,major_purchase
12.73,15000,36,C,MORTGAGE,85000,other
7.88,14000,36,A,MORTGAGE,81996,debt_consolidation
15.33,15000,36,D,RENT,84000,other
14.96,4000,36,D,RENT,31200,moving
7.88,17000,36,A,MORTGAGE,138000,home_improvement
7.51,6000,36,A,RENT,36000,major_purchase
13.48,3000,36,C,RENT,25000,credit_card
16.45,15000,36,E,RENT,38000,debt_consolidation
13.11,5500,36,C,RENT,15192,debt_consolidation
6.76,5600,36,A,MORTGAGE,35375,debt_consolidation
13.11,16000,36,C,RENT,108996,other
7.51,8800,36,A,MORTGAGE,57996,other
13.11,10000,36,C,MORTGAGE,83400,credit_card
13.85,14500,36,C,MORTGAGE,153000,credit_card
10.25,16200,36,B,RENT,42000,credit_card
9.88,20000,36,B,RENT,55000,major_purchase
14.22,2000,36,C,RENT,19176,debt_consolidation
10.62,2100,36,B,RENT,31632,debt_consolidation
15.33,5000,36,D,RENT,94000,debt_consolidation
6.39,3200,36,A,MORTGAGE,72000,major_purchase
10.62,15000,36,B,MORTGAGE,75996,other
10.25,17000,36,B,MORTGAGE,105000,home_improvement
14.59,7600,36,D,RENT,51000,debt_consolidation
10.62,22000,36,B,RENT,75000,debt_consolidation
7.51,7000,36,A,RENT,37000,car
10.25,20400,36,B,RENT,80004,debt_consolidation
7.14,4800,36,A,RENT,62000,home_improvement
12.73,12000,36,C,MORTGAGE,60000,debt_consolidation
13.48,15000,36,C,RENT,51000,debt_consolidation
7.51,8400,36,A,MORTGAGE,38000,debt_consolidation
12.73,15000,36,C,RENT,76000,debt_consolidation
12.73,10000,36,C,MORTGAGE,160000,small_business
16.82,12000,36,E,RENT,55555,debt_consolidation
10.99,18000,36,B,RENT,55344,debt_consolidation
14.96,4000,36,D,RENT,36000,debt_consolidation
13.48,15000,36,C,RENT,28896,debt_consolidation
7.88,4400,36,A,MORTGAGE,75996,other
16.45,20000,36,E,MORTGAGE,75000,other
7.88,4000,36,A,RENT,41160,debt_consolidation
13.11,10750,36,C,MORTGAGE,53000,debt_consolidation
13.11,7000,36,C,MORTGAGE,50285,home_improvement
13.48,10000,36,C,RENT,64600,debt_consolidation
6.76,6000,36,A,MORTGAGE,120000,moving
13.48,13000,36,C,MORTGAGE,39996,debt_consolidation
11.36,6000,36,B,RENT,46680,medical
14.96,12000,36,D,RENT,235000,educational
16.07,7750,36,D,MORTGAGE,60000,debt_consolidation
10.99,10000,36,B,MORTGAGE,68004,debt_consolidation
9.88,5000,36,B,RENT,30000,credit_card
10.25,6000,36,B,MORTGAGE,48500,credit_card
11.36,12250,36,B,MORTGAGE,31000,debt_consolidation
10.25,25000,36,B,MORTGAGE,84000,credit_card
13.48,12000,36,C,MORTGAGE,120000,credit_card
10.62,10000,36,B,RENT,48000,major_purchase
12.73,25000,36,C,RENT,60000,wedding
11.36,8000,36,B,RENT,58000,debt_consolidation
9.88,14000,36,B,RENT,42000,debt_consolidation
11.36,9250,36,B,MORTGAGE,84000,credit_card
7.88,3250,36,A,RENT,10000,other
9.88,7000,36,B,MORTGAGE,110000,home_improvement
13.85,5000,36,C,RENT,22800,debt_consolidation
9.88,3200,36,B,RENT,54000,debt_consolidation
13.11,7500,36,C,RENT,31875,debt_consolidation
7.88,5400,36,A,MORTGAGE,78000,debt_consolidation
15.33,11000,36,D,RENT,47000,debt_consolidation
13.48,5000,36,C,MORTGAGE,48000,debt_consolidation
13.11,8400,36,C,MORTGAGE,49641,other
12.73,3600,36,C,RENT,35004,major_purchase
17.93,10000,36,E,RENT,45000,debt_consolidation
11.36,14400,36,B,OWN,53000,debt_consolidation
7.51,5000,36,A,MORTGAGE,80748,other
20.53,25000,36,G,MORTGAGE,165000,debt_consolidation
16.07,11000,36,D,RENT,45000,credit_card
15.33,20000,36,D,RENT,65004,debt_consolidation
7.88,8700,36,A,RENT,68000,credit_card
16.45,21000,36,E,MORTGAGE,65600,other
7.51,5000,36,A,MORTGAGE,55000,debt_consolidation
10.62,15000,36,B,MORTGAGE,306000,home_improvement
7.14,5500,36,A,MORTGAGE,16094,debt_consolidation
15.70,4000,36,D,OWN,15600,debt_consolidation
7.88,15000,36,A,MORTGAGE,136625,debt_consolidation
16.07,12000,36,D,RENT,45760,debt_consolidation
16.07,25000,36,D,MORTGAGE,95004,debt_consolidation
9.88,1450,36,B,MORTGAGE,35000,small_business
13.11,20000,36,C,MORTGAGE,125000,debt_consolidation
10.99,6600,36,B,RENT,60000,debt_consolidation
13.11,12000,36,C,RENT,50000,other
11.36,5000,36,B,MORTGAGE,50000,credit_card
10.62,25000,36,B,MORTGAGE,133119,credit_card
10.62,12000,36,B,RENT,37392,debt_consolidation
14.59,5325,36,D,MORTGAGE,39300,moving
10.62,25000,36,B,MORTGAGE,156600,debt_consolidation
14.59,3000,36,D,RENT,48876,other
7.88,12300,36,A,MORTGAGE,56864,debt_consolidation
7.51,10500,36,A,RENT,29000,moving
14.22,9000,36,C,MORTGAGE,72000,home_improvement
14.59,4750,36,D,RENT,14400,small_business
19.04,10000,36,F,RENT,96000,debt_consolidation
7.88,15000,36,A,MORTGAGE,95000,debt_consolidation
13.48,4000,36,C,RENT,82000,wedding
10.62,19000,36,B,MORTGAGE,80004,debt_consolidation
9.88,8000,36,B,MORTGAGE,57000,credit_card
10.62,10000,36,B,RENT,60132,other
10.62,25000,36,B,MORTGAGE,69996,debt_consolidation
10.99,9000,36,B,RENT,48960,credit_card
13.85,17000,36,C,RENT,80000,debt_consolidation
10.99,8000,36,B,MORTGAGE,89000,debt_consolidation
7.51,5000,36,A,OWN,119000,other
11.36,10000,36,B,RENT,200000,educational
10.99,1925,36,B,MORTGAGE,27350,other
14.22,5000,36,C,RENT,16800,major_purchase
11.36,8000,36,B,RENT,46000,debt_consolidation
10.99,25000,36,B,MORTGAGE,75000,debt_consolidation
13.48,5200,36,C,RENT,39000,other
10.62,1500,36,B,MORTGAGE,38000,home_improvement
7.14,4200,36,A,MORTGAGE,45000,debt_consolidation
14.96,25000,36,D,MORTGAGE,101000,debt_consolidation
14.22,16000,36,C,RENT,91000,debt_consolidation
11.36,23500,36,B,RENT,78200,wedding
13.48,5000,36,C,RENT,52000,credit_card
11.36,15000,36,B,RENT,65000,other
14.22,14000,36,C,RENT,85332,debt_consolidation
9.88,20000,36,B,MORTGAGE,70000,debt_consolidation
12.73,10000,36,C,MORTGAGE,48000,wedding
13.48,16000,36,C,MORTGAGE,124800,debt_consolidation
15.33,10000,36,D,RENT,37800,debt_consolidation
10.62,24000,36,B,MORTGAGE,43300,credit_card
11.36,21000,36,B,MORTGAGE,80000,debt_consolidation
13.48,1500,36,C,OWN,48000,other
9.88,5000,36,B,MORTGAGE,45432,credit_card
12.73,1500,36,C,RENT,9600,other
11.36,12000,36,B,RENT,54000,debt_consolidation
7.51,11000,36,A,RENT,47900,other
7.88,4000,36,A,RENT,50000,vacation
17.93,4000,36,E,RENT,32000,major_purchase
12.73,11000,36,C,RENT,48000,debt_consolidation
10.62,8000,36,B,MORTGAGE,143485,major_purchase
7.88,8000,36,A,RENT,60000,medical
10.25,3500,36,B,MORTGAGE,54000,other
13.85,10000,36,C,MORTGAGE,60000,wedding
9.88,16750,36,B,MORTGAGE,40056,credit_card
6.39,3000,36,A,MORTGAGE,70000,other
7.88,12000,36,A,MORTGAGE,50000,debt_consolidation
14.22,4000,36,C,RENT,23000,other
7.88,13200,36,A,RENT,44248,wedding
13.11,9975,36,C,RENT,46000,medical
18.30,7000,36,F,RENT,40320,debt_consolidation
14.96,12000,36,D,MORTGAGE,102031,home_improvement
13.11,10000,36,C,RENT,40000,small_business
12.73,25000,36,C,MORTGAGE,90000,debt_consolidation
14.59,10000,36,D,MORTGAGE,120000,wedding
12.73,15000,36,C,RENT,49439,debt_consolidation
9.88,15000,36,B,MORTGAGE,61000,other
13.11,8200,36,C,RENT,55000,car
16.07,8000,36,D,MORTGAGE,53000,home_improvement
13.85,15000,36,C,RENT,90000,debt_consolidation
10.62,12000,36,B,RENT,78000,debt_consolidation
9.88,10000,36,B,MORTGAGE,40000,major_purchase
16.07,5000,36,D,RENT,28000,debt_consolidation
6.39,2100,36,A,RENT,40000,small_business
13.11,16000,36,C,MORTGAGE,43200,debt_consolidation
14.59,7500,36,D,RENT,25400,debt_consolidation
7.51,14500,36,A,MORTGAGE,97600,medical
11.36,10000,36,B,OWN,55000,debt_consolidation
16.45,15500,36,E,MORTGAGE,415000,credit_card
11.36,22750,36,B,RENT,58600,debt_consolidation
10.25,12000,36,B,RENT,48645,debt_consolidation
7.51,7000,36,A,RENT,80000,major_purchase
16.45,8000,36,E,MORTGAGE,72000,debt_consolidation
17.93,10000,36,E,RENT,72000,debt_consolidation
14.59,14000,36,D,RENT,60000,debt_consolidation
6.39,2500,36,A,MORTGAGE,92500,major_purchase
11.36,25000,36,B,MORTGAGE,82000,debt_consolidation
14.22,8000,36,C,MORTGAGE,134000,debt_consolidation
7.51,5000,36,A,MORTGAGE,40000,small_business
10.62,4750,36,B,RENT,24000,home_improvement
15.33,3000,36,D,RENT,25000,major_purchase
10.25,5600,36,B,OWN,40000,major_purchase
13.11,16800,36,C,RENT,103000,educational
11.36,4000,36,B,RENT,21000,debt_consolidation
11.36,7500,36,B,MORTGAGE,31600,other
16.45,25000,36,E,MORTGAGE,73163.68,other
10.62,25000,36,B,MORTGAGE,59000,home_improvement
14.59,7000,36,D,OWN,35000,major_purchase
9.88,6400,36,B,MORTGAGE,90000,other
13.11,20000,36,C,MORTGAGE,125000,wedding
10.62,18000,36,B,MORTGAGE,80000,home_improvement
7.14,3200,36,A,RENT,20000,major_purchase
9.88,3600,36,B,MORTGAGE,26400,other
14.22,11500,36,C,RENT,32000,debt_consolidation
14.22,3000,36,C,OWN,50000,other
7.51,7000,36,A,RENT,110000,major_purchase
7.51,7000,36,A,RENT,38400,small_business
7.14,6000,36,A,MORTGAGE,54548,home_improvement
14.22,10000,36,C,RENT,30500,debt_consolidation
7.88,15000,36,A,RENT,60000,major_purchase
16.45,5000,36,E,OWN,73000,home_improvement
7.51,6500,36,A,MORTGAGE,44000,debt_consolidation
7.51,7500,36,A,OWN,74400,debt_consolidation
16.07,12000,36,D,MORTGAGE,174000,debt_consolidation
13.48,20000,36,C,MORTGAGE,85000,major_purchase
7.88,13000,36,A,MORTGAGE,60000,debt_consolidation
13.11,5000,36,C,RENT,40000,debt_consolidation
7.51,11000,36,A,MORTGAGE,100000,car
9.88,10000,36,B,MORTGAGE,52000,small_business
16.45,4000,36,E,RENT,19968,other
14.96,5000,36,D,RENT,28800,debt_consolidation
13.48,12000,36,C,MORTGAGE,80000,major_purchase
13.85,3300,36,C,RENT,19000,major_purchase
11.36,4000,36,B,RENT,22800,debt_consolidation
11.36,2400,36,B,OWN,63500,home_improvement
11.36,12000,36,B,RENT,30000,debt_consolidation
7.14,4800,36,A,MORTGAGE,100000,debt_consolidation
10.62,6725,36,B,OWN,50400,other
14.22,10000,36,C,RENT,48000,debt_consolidation
13.11,18000,36,C,RENT,90000,credit_card
10.62,17600,36,B,RENT,70000,debt_consolidation
7.14,7000,36,A,MORTGAGE,61000,other
13.48,12000,36,C,MORTGAGE,80000,debt_consolidation
7.88,9000,36,A,MORTGAGE,106000,credit_card
10.25,3000,36,B,RENT,121000,major_purchase
10.25,15000,36,B,RENT,64000,other
14.59,22250,36,D,RENT,49000,debt_consolidation
12.73,8000,36,C,RENT,648000,debt_consolidation
13.85,15000,36,C,RENT,60000,other
10.99,12000,36,B,RENT,40000,debt_consolidation
14.59,3200,36,D,RENT,90000,other
13.48,5600,36,C,RENT,11688,small_business
13.48,12000,36,C,RENT,25200,debt_consolidation
12.73,15000,36,C,MORTGAGE,70000,debt_consolidation
7.51,5000,36,A,RENT,41000,vacation
10.25,9000,36,B,MORTGAGE,59000,debt_consolidation
15.70,11500,36,D,MORTGAGE,39672,debt_consolidation
13.11,11000,36,C,RENT,50985,debt_consolidation
7.88,14000,36,A,RENT,64000,debt_consolidation
6.76,2575,36,A,RENT,82500,educational
9.88,15000,36,B,MORTGAGE,60000,debt_consolidation
9.88,14500,36,B,MORTGAGE,28800,major_purchase
10.25,5500,36,B,MORTGAGE,67440,major_purchase
7.88,13000,36,A,OWN,18000,other
14.96,10800,36,D,RENT,39000,debt_consolidation
7.88,12000,36,A,MORTGAGE,215000,debt_consolidation
7.51,2500,36,A,RENT,35000,educational
7.14,11000,36,A,MORTGAGE,126000,medical
10.62,15000,36,B,MORTGAGE,30000,debt_consolidation
12.73,25000,36,C,MORTGAGE,60000,credit_card
7.88,14000,36,A,RENT,43738,debt_consolidation
14.96,12000,36,D,RENT,40310,debt_consolidation
7.88,14000,36,A,OWN,68000,debt_consolidation
15.70,25000,36,D,RENT,130000,debt_consolidation
11.36,20000,36,B,MORTGAGE,100000,home_improvement
7.88,5000,36,A,RENT,45000,other
10.62,21000,36,B,MORTGAGE,130000,credit_card
12.73,10000,36,C,RENT,31200,debt_consolidation
14.96,24000,36,D,RENT,72000,debt_consolidation
6.39,2400,36,A,MORTGAGE,28560,other
9.88,1600,36,B,RENT,18000,moving
13.85,8000,36,C,MORTGAGE,55000,debt_consolidation
10.62,20000,36,B,RENT,66000,debt_consolidation
11.36,21000,36,B,RENT,63000,house
11.36,6000,36,B,MORTGAGE,79500,debt_consolidation
13.85,25000,36,C,MORTGAGE,275000,credit_card
7.14,10000,36,A,RENT,71500,small_business
15.33,5000,36,D,MORTGAGE,19200,major_purchase
12.73,1200,36,C,RENT,4200,educational
11.36,8000,36,B,RENT,25000,credit_card
14.59,10000,36,D,RENT,60000,other
16.45,16000,36,E,MORTGAGE,100000,debt_consolidation
7.51,10000,36,A,RENT,58608,home_improvement
14.22,3500,36,C,RENT,30000,other
10.62,6000,36,B,RENT,28800,debt_consolidation
13.11,8000,36,C,RENT,51000,debt_consolidation
9.88,7000,36,B,RENT,53000,car
7.88,10475,36,A,MORTGAGE,53360,credit_card
7.88,7000,36,A,MORTGAGE,66000,other
7.51,8400,36,A,MORTGAGE,84000,credit_card
15.70,7000,36,D,RENT,47500,other
13.85,9000,36,C,RENT,133000,credit_card
14.22,7750,36,C,RENT,32000,debt_consolidation
14.96,7000,36,D,RENT,60000,debt_consolidation
14.59,4800,36,D,MORTGAGE,60000,home_improvement
12.73,3000,36,C,RENT,38688,major_purchase
12.73,5950,36,C,RENT,612000,credit_card
14.59,10000,36,D,RENT,22000,debt_consolidation
9.88,13600,36,B,RENT,78625,debt_consolidation
7.14,5000,36,A,MORTGAGE,77000,other
9.88,7800,36,B,MORTGAGE,33000,debt_consolidation
9.88,10000,36,B,RENT,33600,debt_consolidation
13.48,25000,36,C,MORTGAGE,155796,educational
10.25,7300,36,B,RENT,115000,credit_card
13.85,5600,36,C,RENT,52000,other
7.51,3500,36,A,MORTGAGE,42000,home_improvement
15.33,21500,36,D,RENT,116000,debt_consolidation
14.96,5000,36,D,MORTGAGE,87000,major_purchase
10.62,10000,36,B,MORTGAGE,40000,other
14.96,17000,36,D,RENT,60000,debt_consolidation
10.62,15000,36,B,RENT,53000,debt_consolidation
9.88,7000,36,B,RENT,190000,major_purchase
9.88,3000,36,B,RENT,50000,credit_card
10.99,19200,36,B,RENT,77000,credit_card
9.88,2000,36,B,MORTGAGE,45000,other
10.62,14400,36,B,RENT,36000,credit_card
15.70,14000,36,D,RENT,42000,debt_consolidation
14.96,15000,36,D,MORTGAGE,75000,credit_card
10.25,25000,36,B,RENT,60000,debt_consolidation
14.59,4500,36,D,RENT,41000,major_purchase
13.48,10000,36,C,RENT,24000,educational
13.48,2000,36,C,RENT,59000,credit_card
10.25,4000,36,B,RENT,34400,other
14.96,20000,36,D,RENT,100000,debt_consolidation
15.70,2500,36,D,RENT,20000,other
11.36,15000,36,B,MORTGAGE,98000,debt_consolidation
7.88,6150,36,A,MORTGAGE,78000,vacation
13.48,18000,36,C,RENT,36720,debt_consolidation
10.25,15000,36,B,OWN,58000,car
10.62,8500,36,B,RENT,29760,debt_consolidation
14.22,17500,36,C,RENT,36000,credit_card
10.99,18000,36,B,MORTGAGE,200000,debt_consolidation
7.14,10000,36,A,RENT,118000,other
10.25,3000,36,B,RENT,40000,other
17.19,18000,36,E,RENT,59000,debt_consolidation
10.99,8950,36,B,MORTGAGE,63000,debt_consolidation
13.48,6000,36,C,RENT,48000,other
19.79,25000,36,F,MORTGAGE,123000,debt_consolidation
